"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2016","Region","FREQUENCY","FREQUENCY","TIME","TIME","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2009","2009",176106,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2010","2010",178395,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2011","2011",180301,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2012","2012",182278,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2013","2013",184704,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2014","2014",187135,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2015","2015",189540,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14170","Inner West (A)","A","Annual","2016","2016",192030,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2001","2001",15632,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2002","2002",15721,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2003","2003",15723,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2004","2004",15708,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2005","2005",15765,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2006","2006",15845,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2007","2007",15973,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2008","2008",16118,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2009","2009",16320,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2010","2010",16476,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2011","2011",16584,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2012","2012",16612,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2013","2013",16619,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2014","2014",16667,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2015","2015",16717,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14200","Inverell (A)","A","Annual","2016","2016",16778,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2001","2001",5859,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2002","2002",5869,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2003","2003",5861,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2004","2004",5854,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2005","2005",5882,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2006","2006",5943,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2007","2007",5942,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2008","2008",5978,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2009","2009",6054,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2010","2010",6105,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2011","2011",6132,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2012","2012",6147,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2013","2013",6234,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2014","2014",6316,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2015","2015",6379,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14300","Junee (A)","A","Annual","2016","2016",6462,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2001","2001",27164,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2002","2002",27327,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2003","2003",27466,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2004","2004",27608,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2005","2005",27936,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2006","2006",28032,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2007","2007",28193,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2008","2008",28431,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2009","2009",28775,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2010","2010",28960,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2011","2011",29128,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2012","2012",29239,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2013","2013",29303,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2014","2014",29384,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2015","2015",29420,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14350","Kempsey (A)","A","Annual","2016","2016",29454,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2001","2001",19793,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2002","2002",19841,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2003","2003",19836,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2004","2004",19784,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2005","2005",19690,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2006","2006",19626,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2007","2007",19809,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2008","2008",19933,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2009","2009",20219,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2010","2010",20522,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2011","2011",20806,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2012","2012",20998,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2013","2013",21243,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2014","2014",21587,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2015","2015",21855,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14400","Kiama (A)","A","Annual","2016","2016",22044,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2001","2001",106965,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2002","2002",106778,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2003","2003",106559,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2004","2004",105839,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2005","2005",104883,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2006","2006",104459,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2007","2007",105551,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2008","2008",107976,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2009","2009",110464,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2010","2010",112643,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2011","2011",114604,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2012","2012",116498,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2013","2013",118487,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2014","2014",120314,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2015","2015",121947,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14500","Ku-ring-gai (A)","A","Annual","2016","2016",123143,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2001","2001",9739,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2002","2002",9686,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2003","2003",9590,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2004","2004",9525,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2005","2005",9507,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2006","2006",9491,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2007","2007",9491,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2008","2008",9490,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2009","2009",9514,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2010","2010",9544,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2011","2011",9537,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2012","2012",9411,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2013","2013",9332,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","14550","Kyogle (A)","A","Annual","2014","2014",9269,,
